pop, ms ,plot,line,y1,y2,x1,x2,tag,notes,id,class.2013,ros1.2013,ros2.2013,fruits.2013,flowers.2013,class.2014,ros1.2014,ros2.2014,fruits.2014,flowers.2014,notes.2014,class.2015,ros1.2015,ros2.2015,fruits.2015,flowers.2015,notes.2015,class.2016,ros1.2016,ros2.2016,fruits.2016,flowers.2016,notes.2016, found.yr 
B46,S,1,1,13.5,,0.8,,,,596,,,,,,A,3,4,,4,,A,3,3.5,7,7,,D,,,,,,2014
B46,S,1,1,13.58,,0.62,,,,597,,,,,,A,7,5,,12,,A,7.5,6,16,16,,A,7,3.5,7,7,,2014
B46,S,1,1,14.25,,0.96,,,,598,,,,,,A,3,3,,4,,A,2.5,2..5,0,2,,D,,,,,,2014
B46,S,1,1,14.47,,-0.6,,,,599,,,,,,A,1,1,,1,,A,2,1.5,0,1,,J,2.5,2,,,,2014
B46,S,1,1,14.5,,-0.6,,,,600,,,,,,J,1,1,,,,J,0.5,0.5,,,,D,,,,,,2014
B46,S,1,1,14.7,,-0.53,,,,601,,,,,,J,0.5,0.5,,,,J,1,1,,,,J,2,1,,,,2014
B46,S,1,1,14.71,,-0.55,,,,602,,,,,,J,1,1,,,,J,1,0.5,,,,A,2,1,1,1,,2014
B46,S,1,1,14.73,,-0.58,,,,603,,,,,,A,1,1,,1,,J,2,1,,,,J,1.5,1,,,,2014
B46,S,1,1,16.68,,-0.3,,,,604,,,,,,A,2,2,,1,,D,,,,,,D,,,,,,2014
B46,S,1,1,18.42,,-0.08,,,,605,,,,,,J,1,1,,,,A,3,2,3,3,,A,2.5,2,1,1,,2014
B46,S,1,1,20.24,,-0.31,,,,606,,,,,,A,2,2,,1,,J,1,1,,,,D,,,,,,2014
B46,S,1,1,21.58,,-0.15,,,,607,,,,,,J,0.5,0.5,,,,J,1,1.5,,,,J,1.5,1,,,,2014
B46,S,1,1,21.7,,0.7,,,,608,,,,,,A,2,2,,3,,A,2,2.5,5,5,,J,3,2.5,,,,2014
B46,S,1,1,22.5,,-0.66,,,,609,,,,,,A,4,3,,4,,A,3.5,3,4,4,,A,3.5,3,1,1,MAYBE SAME PL,2014
B46,S,1,1,23.29,,-0.22,,,,610,,,,,,S,,,,,,D,,,,,,D,,,,,,2014
B46,S,1,1,23.29,,-0.22,,,,611,,,,,,S,,,,,,D,,,,,,D,,,,,,2014
B46,S,1,1,27.28,,0.07,,,,612,,,,,,J,2,1,,,,J,2,1.5,,,,J,2.5,1.5,,,,2014
B46,S,1,1,29.17,,-0.06,,,,613,,,,,,A,3,3,,3,,D,,,,,,D,,,,,,2014
B46,S,1,1,29.28,,0.22,,,,614,,,,,,A,6,3,,4,,J,2,2,,,,D,,,,,,2014
B46,S,2,1,1.35,,-0.63,,,,615,,,,,,J,7,4,,,herb,A,5,8,3,3,,A,8,4.5,1,1,,2014
B46,S,2,1,1.79,,0.1,,,,616,,,,,,A,1.5,1,,2,,A,3.5,3,2,2,,J,3,2,,,,2014
B46,S,2,1,17,,0.11,,,,617,,,,,,A,2.5,1.5,,2,,A,2.5,1.5,1,1,,J,2.5,1.5,,,,2014
B46,S,2,1,17.45,,0.46,,,,618,,,,,,A,5.5,3,,5,,D,,,,,,D,,,,,,2014
L06,A,1,1,13.71,,0.63,,,,619,,,,,,J,0.5,1,,,,D,,,,,,A,1.5,1,1,1,,2014
L06,A,1,1,13.8,,0.67,,,,620,,,,,,J,0.5,0.5,,,,D,,,,,,A,4,3,1,5,,2014
L06,A,1,1,14.8,,0.76,,,bud,621,,,,,,A,1.5,1,,1,,D,,,,,,A,0.5,0.5,1,1,,2014
L06,A,1,1,16.09,,0.07,,,,622,,,,,,A,2,1.5,,2,,D,,,,,,A,1.5,1.5,1,3,,2014
L06,A,1,1,19,,0.07,,,,623,,,,,,A,2.5,2.5,,2,,A,5.5,4.5,8,8,,A,5,4,7,7,,2014
L11,S,1,1,0.6,,-1.3,,,,624,,,,,,A,3.5,3,4,4,,D,,,,,,A,3,2.5,,5,,2014
L11,S,1,1,1.32,,1.6,,,,625,,,,,,J,0.5,0.5,,,,J,1,1,,,,D,,,,,,2014
L11,S,1,1,1.35,,1.6,,,,626,,,,,,A,3,1.5,1,2,,D,,,,,,D,,,,,,2014
L11,S,1,1,1.55,,1.05,,,,627,,,,,,J,0.5,0.5,,,,D,,,,,,D,,,,,,2014
L11,S,1,1,1.55,,1.08,,,,628,,,,,,J,0.5,0.5,,,,D,,,,,,D,,,,,,2014
L11,S,1,1,1.55,,1.08,,,,629,,,,,,J,0.5,0.5,,,,D,,,,,,D,,,,,,2014
L11,S,1,1,1.55,,1.43,,N,N=west,630,,,,,,J,3,2,,,,D,,,,,,D,,,,,,2014
L11,S,1,1,1.55,,1.6,,N,N=south,631,,,,,,J,1,1,,,,D,,,,,,A,1,1,,3,,2014
L11,S,1,1,1.65,,1.6,,,,632,,,,,,A,4,2,1,3,,D,,,,,,D,,,,,,2014
L11,S,1,1,1.77,,1.59,,,,633,,,,,,A,4,3,7,7,,D,,,,,,D,,,,,,2014
L11,S,1,1,1.82,,1.69,,,,634,,,,,,A,1,1,1,1,,D,,,,,,D,,,,,,2014
L11,S,1,1,5.55,,0.65,,,,635,,,,,,A,2,2,1,1,,D,,,,,,D,,,,,,2014
L11,S,1,1,5.7,,-0.42,,,,636,,,,,,D,4,2,0,3,,D,,,,,,D,,,,,,2014
L11,S,1,1,5.88,,-0.6,,,,637,,,,,,A,2,2,1,1,,D,,,,,,D,,,,,,2014
L11,S,1,1,6.2,,1.17,,,,638,,,,,,A,1,1,1,1,,D,,,,,,D,,,,,,2014
L11,S,1,1,6.2,,1.25,,N,N=south,639,,,,,,A,4,3,5,6,,A,3.5,4,2,3,,A,3,3,,5,,2014
L11,S,1,1,7.62,,1.58,,,,640,,,,,,J,1,1,,,,D,,,,,,A,1.5,1.5,,3,1 ABORTED,2014
L11,S,1,1,7.65,,1.6,,N,N=south,641,,,,,,J,3,2.5,,,,J,2.5,2,,,,D,,,,,,2014
L11,S,1,1,8.85,,-0.17,,,,642,,,,,,A,3.5,2,3,4,,D,,,,,,D,,,,,,2014
L11,S,1,1,8.9,,-0.83,,,,643,,,,,,J,0.5,0.5,,,,D,,,,,,D,,,,,,2014
L11,S,1,1,8.93,,-0.85,,,,644,,,,,,J,0.5,0.5,,,,D,,,,,,D,,,,,,2014
L11,S,1,1,8.95,,-0.78,,,,645,,,,,,J,0.5,1,,,,D,,,,,,D,,,,,,2014
L11,S,1,1,9.3,,1.5,,,in grass clump,646,,,,,,A,6,3,5,5,,A,8,3,12,12,,A,6,3,,4,5 ABORTED,2014
L11,S,1,1,9.3,,1.53,,,,647,,,,,,A,1.5,1.5,1,1,,D,,,,,,D,,,,,,2014
L11,S,1,1,9.35,,1.7,,N,N=south,648,,,,,,A,1.5,1.5,1,1,,A,2.5,2.5,2,2,,A,1.5,2,,3,1 ABORTED,2014
L11,S,1,1,9.5,,1.6,,,,649,,,,,,A,3,2,4,4,,J,2,2,,,,A,3,2.5,,3,,2014
L11,S,1,1,9.5,,1.66,,,,650,,,,,,A,4,3,2,3,,D,,,,,,A,2,2,,1,,2014
L11,S,1,1,9.89,,-0.76,,,,651,,,,,,A,4,3,3,4,,D,,,,,,D,,,,,,2014
L11,S,1,1,9.97,,-0.73,,,,652,,,,,,A,2,1.5,2,2,,D,,,,,,D,,,,,,2014
L11,S,1,1,10.18,,-0.8,,,near rock,653,,,,,,A,4,4,5,5,,A,2,2,1,1,,J,2.5,1.5,,,,2014
L11,S,1,1,10.3,,-0.61,,,near rock,654,,,,,,A,2,1.5,1,1,,D,,,,,,A,1.5,1.5,,2,,2014
L11,S,1,1,10.34,,-0.65,,N,N=west/rock,655,,,,,,A,3.5,3,0,1,,J,2,0.5,,,,A,2.5,2,,3,,2014
L11,S,1,1,10.7,,1.46,,,,656,,,,,,A,2,1.5,1,1,,A,2,1.5,0,1,,A,2.5,1.5,,3,,2014
L11,S,1,1,10.88,,-0.8,,,,657,,,,,,A,4,4,2,4,,D,,,,,,A,2,2,,4,,2014
L11,S,1,1,11,,-0.98,,,,658,,,,,,D,4,3.5,0,5,,D,,,,,,D,,,,,,2014
L11,S,1,1,11.05,,1.1,,,,659,,,,,,A,1,1,1,1,,J,1.5,1,,,,D,,,,,,2014
L11,S,1,1,12.81,,-0.2,,,,660,,,,,,J,1,1,,,,D,,,,,,D,,,,,,2014
L11,S,1,1,12.85,,-0.22,,,,661,,,,,,A,3,2,1,2,,J,2,2,,,,D,,,,,,2014
L11,S,1,1,13.67,,0.21,,,,662,,,,,,A,1.5,1.5,1,1,,A,1.5,1,0,1,,J,1,1,,,,2014
L11,S,1,1,13.7,,0.77,,,,663,,,,,,J,0.5,0.5,,,,J,0.5,0.5,,,,A,0.5,0.5,,1,,2014
L11,S,1,1,13.78,,0.12,,,,664,,,,,,A,1,1,1,1,,J,1,1,,,,J,1,1,,,,2014
L11,S,1,1,13.87,,1,,N,N=south,665,,,,,,J,2.5,2,,,,A,1.5,1,1,1,,A,2,1.5,,3,,2014
L11,S,1,1,14.04,,0.27,,,,666,,,,,,A,1,1,1,1,,A,1,1,0,1,,A,2.5,2.5,,3,1 ABORTED,2014
L11,S,1,1,14.78,,0.11,,,split,667,,,,,,A,5,2,1,2,,A,2,2,1,3,,A,1,1,,3,,2014
L11,S,1,1,14.97,,0.32,,,,668,,,,,,A,1.5,1.5,1,1,,A,1.5,1.5,0,1,,J,1,1,,,,2014
L11,S,1,1,15.94,,0.46,,,,669,,,,,,A,1.5,1,1,1,,J,1.5,1,,,,A,1.5,1,,2,,2014
L11,S,1,1,16.18,,0.05,,,,670,,,,,,A,1,1,1,1,,A,1.5,1.5,1,1,? could be changed,A,1.5,1,,2,,2014
L11,S,1,1,16.18,,0.09,,,,671,,,,,,A,1,1,1,1,,J,1.5,1.5,,,? could be changed,J,1,1,,,,2014
L11,S,1,1,16.57,,0,,,,672,,,,,,A,2,2,2,2,,A,2.5,2.5,3,3,,A,2,2,,,4 ABORTED,2014
L11,S,1,1,16.65,,0.4,,,,673,,,,,,A,1,1,1,1,,A,2,1.5,1,1,,J,1,1,,,,2014
L11,S,1,1,17.15,,0.1,,,,674,,,,,,J,0.5,0.5,,,,J,1,1,,,,A,1,1,,1,,2014
L11,S,1,1,17.9,,0,,,,675,,,,,,A,1,1,1,1,,D,,,,,,A,1.5,1.5,,1,,2014
L11,S,1,1,21.35,,0.28,,,,676,,,,,,J,1,1,,,,A,2,2.5,2,2,,D,,,,,MARKED AS A?,2014
L11,S,1,1,21.77,,0.32,,,,677,,,,,,A,4,1.5,1,1,,J,0.5,0.5,,,,A,1,1,,1,,2014
L11,S,1,1,22.57,,0.9,,,in grass,678,,,,,,A,2.5,1.5,1,2,,A,6,3,2,2,,A,1.5,1.5,,,1 ABORTED,2014
L11,S,1,2,7.2,,0.46,,,,679,,,,,,J,0.5,0.5,,,,,,,,,no data in the pdf,,,,,,,2014
L11,S,1,2,7.47,,0.42,,,,680,,,,,,A,2,2,,3,,,,,,,no data in the pdf,,,,,,,2014
L11,S,1,2,7.85,,0.38,,,under rock,681,,,,,,A,4,1,1,1,,,,,,,no data in the pdf,,,,,,,2014
L11,S,1,2,9.2,,0.65,,,,682,,,,,,A,2.5,2.5,3,3,,,,,,,no data in the pdf,,,,,,,2014
L11,S,1,2,11.2,,0.08,,,,683,,,,,,J,0.5,0.5,,,,,,,,,no data in the pdf,,,,,,,2014
L11,S,1,2,11.3,,0.22,,,,684,,,,,,S,,,,,,,,,,,no data in the pdf,,,,,,,2014
L11,S,1,2,11.75,,0.7,,,,685,,,,,,J,0.5,0.5,,,,,,,,,no data in the pdf,,,,,,,2014
L11,S,1,2,12.5,,0.25,,,,686,,,,,,A,1.5,1,0,1,,,,,,,no data in the pdf,,,,,,,2014
L11,S,1,2,12.64,,0.32,,,,687,,,,,,S,,,,,,,,,,,no data in the pdf,,,,,,,2014
L11,S,1,2,12.85,,0.93,,,,688,,,,,,A,1,1,1,1,,,,,,,no data in the pdf,,,,,,,2014
L11,S,1,2,13.17,,0.27,,,,689,,,,,,J,0.5,0.5,,,,,,,,,no data in the pdf,,,,,,,2014
L11,S,1,2,13.2,,0.62,,,,690,,,,,,J,0.5,0.5,,,,,,,,,no data in the pdf,,,,,,,2014
L11,S,1,2,13.22,,0.69,,,,691,,,,,,J,0.5,0.5,,,,,,,,,no data in the pdf,,,,,,,2014
L11,S,1,2,13.27,,0.9,,,,692,,,,,,J,0.5,0.5,,,,,,,,,no data in the pdf,,,,,,,2014
L11,S,1,2,13.5,,0.72,,,,693,,,,,,J,0.5,0.5,,,,,,,,,no data in the pdf,,,,,,,2014
L11,S,1,2,13.6,,1,,,,694,,,,,,J,0.5,0.5,,,,,,,,,no data in the pdf,,,,,,,2014
L11,S,1,2,14.15,,0.14,,,,695,,,,,,A,3,3,3,2,,,,,,,no data in the pdf,,,,,,,2014
L12,S,1,1,3.88,,0.83,,,,696,,,,,,J,2,1,,,,J,1.5,1,,,,D,,,,,,2014
L12,S,1,1,5.16,,-0.8,,,,697,,,,,,A,3,4,2,3,,J,2,2,,,covered in snow,D,,,,,,2014
L12,S,1,1,5.97,,-0.7,,,,698,,,,,,J,0.5,0.5,,,,A,2.5,1.5,,1,,D,,,,,,2014
L12,S,1,1,6.4,,-0.5,,,,699,,,,,,A,5,4,10,10,,J,4,3,,,1/2 dead,D,,,,,,2014
L12,S,1,1,7.25,,0.12,,,,700,,,,,,A,2,1,2,2,,A,,,2,2,no data about size,A,3,3,,4,,2014
L12,S,1,1,7.37,,-0.56,,,,701,,,,,,A,1,1,1,1,,A,2.5,2.5,1,1,,A,3,3,,4,,2014
L12,S,1,1,7.4,,0.43,,,,702,,,,,,A,1,1,1,1,in grass,D,,,,,,A,1.5,1.5,,1,,2014
L12,S,1,1,7.9,,-0.4,,,,703,,,,,,J,0.5,0.5,,,,D,,,,,,D,,,,,,2014
L12,S,1,1,8.15,,0.59,,,,704,,,,,,S,,,,,x4,S,0.5,0.5,,,,D,,,,,,2014
L12,S,1,1,8.18,,0.64,,,,705,,,,,,J,0.5,0.5,,,,J,0.5,0.5,,,,A,1,1,,1,,2014
L12,S,1,1,8.3,,0.86,,,,706,,,,,,A,3,1,1,1,,J,0.5,1,,,,D,,,,,,2014
L12,S,1,1,8.54,,0.44,,N,,707,,,,,,J,0.5,0.5,,,DH,J,0.5,0.5,,,,A,1,1,,1,,2014
L12,S,1,1,8.58,,0.5,,,,708,,,,,,S,,,,,x8,S,0.5,0.5,,,,D,,,,,,2014
L12,S,1,1,8.59,,1,,,,709,,,,,,A,1,1,1,1,,J,0.5,0.5,,,,J,0.5,0.5,,,,2014
L12,S,1,1,8.65,,0.3,,,,710,,,,,,A,1,1,1,1,,J,0.5,0.5,,,,A,1,1,,1,,2014
L12,S,1,1,8.66,,0.33,,,,711,,,,,,J,0.5,0.5,,,,J,0.5,0.5,,,,J,1,1,,,,2014
L12,S,1,1,8.7,,1,,,,712,,,,,,A,1,1,1,1,,J,0.5,0.5,,,,D,,,,,,2014
L12,S,1,1,8.73,,1,,,,713,,,,,,J,0.5,0.5,,,,D,,,,,,D,,,,,,2014
L12,S,1,1,8.8,,0.52,,,,714,,,,,,J,1,0.5,,,,A,1.5,1,2,2,,A,1,1,,1,,2014
L12,S,1,1,8.84,,0.1,,N,,715,,,,,,A,1,1,1,1,DH,J,2,1,,,,D,,,,,,2014
L12,S,1,1,8.84,,0.94,,N,,716,,,,,,J,2,1.5,,,DH,D,,,,,,J,0.5,0.5,,,,2014
L12,S,1,1,8.88,,0.79,,,,717,,,,,,J,0.5,0.5,,,,J,0.5,0.5,,,,D,,,,,,2014
L12,S,1,1,8.9,,0.62,,,,718,,,,,,S,,,,,,D,,,,,,D,,,,,,2014
L12,S,1,1,8.9,,0.72,,N,,719,,,,,,J,0.5,0.5,,,DH,D,,,,,,D,,,,,,2014
L12,S,1,1,8.97,,0.55,,,,720,,,,,,S,,,,,,J,0.5,0.5,,,,D,,,,,,2014
L12,S,1,1,8.98,,0.59,,,,721,,,,,,J,0.5,0.5,,,,D,,,,,,D,,,,,,2014
L12,S,1,1,8.99,,0.52,,N,,722,,,,,,J,0.5,0.5,,,DH,J,0.5,0.5,,,,D,,,,,,2014
L12,S,1,1,9.03,,0.7,,,,723,,,,,,S,,,,,,J,0.5,0.5,,,,D,,,,,,2014
L12,S,1,1,9.05,,-0.2,,,,724,,,,,,A,2,1,1,1,,D,,,,,,D,,,,,,2014
L12,S,1,1,9.05,,0.58,,,,725,,,,,,J,0.5,0.5,,,,D,,,,,,D,,,,,,2014
L12,S,1,1,9.15,,1,,,,726,,,,,,J,0.5,0.5,,,,A,1,1,1,1,,D,,,,,,2014
L12,S,1,1,9.23,,0.66,,,,727,,,,,,J,0.5,0.5,,,,J,0.5,0.5,,,,D,,,,,,2014
L12,S,1,1,9.24,,0.21,,,,728,,,,,,J,0.5,0.5,,,,J,0.5,0.5,,,,D,,,,,,2014
L12,S,1,1,9.24,,0.95,,,,729,,,,,,A,1.5,1.5,1,1,,J,1,1,,,,D,,,,,,2014
L12,S,1,1,9.26,,1,,N,,730,,,,,,A,5,3,5,5,DH,A,1.5,1,2,2,,J,0.5,0.5,,,,2014
L12,S,1,1,9.3,,0.98,,,,731,,,,,,J,0.5,0.5,,,,A,1,0.5,1,1,,D,,,,,,2014
L12,S,1,1,9.32,,0.92,,,,732,,,,,,A,1.5,2,2,2,,A,2,1.5,3,3,,J,0.5,0.5,,,,2014
L12,S,1,1,9.32,,0.95,,,,733,,,,,,J,0.5,0.5,,,,A,1,1,1,1,,D,,,,,,2014
L12,S,1,1,9.56,,0.28,,,,734,,,,,,S,,,,,,D,,,,,,D,,,,,,2014
L12,S,1,1,9.58,,0.27,,,,735,,,,,,S,,,,,,D,,,,,,D,,,,,,2014
L12,S,1,1,9.6,,0.26,,,,736,,,,,,S,,,,,,D,,,,,,D,,,,,,2014
L12,S,1,1,9.63,,0.24,,,,737,,,,,,S,,,,,,D,,,,,,D,,,,,,2014
L12,S,1,1,9.7,,0.18,,,,738,,,,,,S,,,,,,D,,,,,,D,,,,,,2014
L12,S,1,1,9.75,,-0.43,,,,739,,,,,,A,2.5,1.5,2,2,,J,1.5,1.5,,,buried by snow,A,2.5,2.5,,4,,2014
L12,S,1,1,10.15,,1,,N,,740,,,,,,A,5,4,4,4,DH,D,,,,,no nail,D,,,,,,2014
L12,S,1,1,10.17,,-0.53,,,,741,,,,,,S,,,,,,D,,,,,buried in snow,D,,,,,,2014
L12,S,1,1,12,,-0.4,,,,742,,,,,,A,1.5,1,1,1,,J,0.5,0.5,,,,A,1,1,,1,,2014
L12,S,1,1,12.27,,-0.22,,,,743,,,,,,S,,,,,x2,S,,,1,1,x1,D,,,,,,2014
L12,S,1,1,12.28,,-0.12,,,,744,,,,,,S,,,,,,D,,,,,,D,,,,,,2014
L12,S,1,1,12.65,,-0.07,,,,745,,,,,,A,1,1,1,1,,J,1.5,1.5,,,,A,1.5,1,,2,,2014
L12,S,1,1,12.94,,-0.32,,,,746,,,,,,S,,,,,,S,0.5,0.5,,,,D,,,,,,2014
L12,S,1,1,13,,-0.13,,,,747,,,,,,S,,,,,x5,S,,,1,1,,D,,,,,,2014
L12,S,1,1,13.13,,-0.6,,,,748,,,,,,S,,,,,x3,S,,,,,,D,,,,,,2014
L12,S,1,1,13.2,,0.11,,,,749,,,,,,S,,,,,,S,0.5,0.5,,,,D,,,,,,2014
L12,S,1,1,13.25,,1,,,,750,,,,,,A,3,3,4,4,,A,2,2.5,6,6,,A,3.5,2.5,,6,,2014
L12,S,1,1,13.3,,0.3,,,,751,,,,,,A,3,3,3,3,,D,,,,,,D,,,,,,2014
L12,S,1,1,14.85,,0.58,,,,752,,,,,,A,2,1.5,2,2,,D,,,,,,D,,,,,,2014
L12,S,1,1,16.65,,0.33,,,,753,,,,,,A,2,1.5,1,2,,D,,,,,,D,,,,,,2014
L12,S,1,1,17.22,,0.79,,,,754,,,,,,J,0.5,0.5,,,,D,,,,,,D,,,,,,2014
L12,S,1,1,17.35,,0.77,,,,755,,,,,,S,,,,,,D,,,,,,D,,,,,,2014
L12,S,1,1,17.4,,0.55,,,,756,,,,,,A,1.5,1,1,1,,D,,,,,,D,,,,,,2014
L12,S,1,1,17.7,,0.41,,,,757,,,,,,A,1,1,1,1,,D,,,,,,D,,,,,,2014
L12,S,1,1,17.74,,0.45,,,,758,,,,,,A,1,1,1,1,,D,,,,,,D,,,,,,2014
L12,S,1,1,17.75,,0.98,,,,759,,,,,,A,3,3,4,4,,D,,,,,,D,,,,,,2014
L12,S,1,1,18.15,,0.55,,,,760,,,,,,A,3,2.5,3,3,,D,,,,,,D,,,,,,2014
L12,S,1,1,18.25,,0.98,,,,761,,,,,,S,,,,,,D,,,,,,D,,,,,,2014
L12,S,1,1,18.5,,1,,,,762,,,,,,A,3.5,1.5,1,1,uproot,D,,,,,,D,,,,,,2014
L12,S,1,1,18.8,,0.85,,,,763,,,,,,J,0.5,0.5,,,,D,,,,,,D,,,,,,2014
L12,S,1,1,18.92,,0.56,,,,764,,,,,,A,1,1,1,1,x2,A,1.5,1.5,1,1,,A,1.5,1,,1,,2014
L12,S,1,1,19.13,,0.65,,,,765,,,,,,S,,,,,,D,,,,,,D,,,,,,2014
L12,S,1,1,19.3,,-0.94,,,,766,,,,,,S,,,,,,D,,,,,,D,,,,,,2014
L12,S,1,1,19.47,,-0.75,,,,767,,,,,,J,4,4,,,2013?,J,4,4,,,,J,0.5,0.5,,,,2014
L12,S,1,1,20.2,,0.87,,,,768,,,,,,A,3,2,2,2,,A,2,2,2,2,,D,,,,,,2014
L12,S,1,1,21.38,,0.18,,,,769,,,,,,A,2.5,2,3,3,,D,,,,,,A,1,1,,1,,2014
L12,S,1,1,21.4,,0.82,,,,770,,,,,,A,4,4,4,4,,,,,,,,,,,,,,2014
L12,S,1,1,21.62,,0.25,,,,771,,,,,,A,4,2.5,2,2,,D,,,,,,D,,,,,,2014
L12,S,1,1,22.15,,0.42,,,,772,,,,,,A,2,1,2,2,,D,,,,,,D,,,,,,2014
L12,S,1,1,26.9,,-0.65,,,,773,,,,,,A,2,1.5,2,1,,A,2,1,1,1,,J,1,1,,,,2014
L17,A,1,1,12.6,,0.98,,,,774,,,,,,J,3,2.5,,,,S,0.5,0.5,,,,S,0.5,0.5,,,,2014
L17,A,1,1,12.64,,1.74,,,,775,,,,,,S,,,,,,D,,,,,(sp?),D,,,,,,2014
L17,A,1,1,16.67,,0.35,,,,776,,,,,,S,,,,,,D,,,,,covered in mud,D,,,,,,2014
L17,A,1,1,16.67,,0.38,,,,777,,,,,,S,,,,,,D,,,,,covered in mud,D,,,,,,2014
L17,A,1,1,16.67,,0.42,,,,778,,,,,,S,,,,,,D,,,,,covered in mud,D,,,,,,2014
L17,A,1,1,16.72,,0.45,,,,779,,,,,,S,,,,,,D,,,,,covered in mud,D,,,,,,2014
L17,A,1,1,17.5,,-0.98,,N,Twd R1,780,,,,,,S,,,,,,S,0.5,0.5,,,Missing data point,D,,,,,,2014
L17,A,1,1,17.5,,-0.98,,,,781,,,,,,S,,,,,,S,0.5,0.5,,,,D,,,,,,2014
L17,A,1,1,17.5,,-0.98,,,,782,,,,,,S,,,,,,S,0.5,0.5,,,,D,,,,,,2014
L17,A,1,1,17.9,,-0.41,,N,DH,783,,,,,,J,0.5,0.5,,,,A,2,2,,1,,D,,,,,,2014
L17,A,1,1,17.9,,0.15,,,,784,,,,,,A,1,1,,1,1buds,D,,,,,,D,,,,,,2014
L17,A,1,1,19.4,,1.49,,,,785,,,,,,J,1,1,,,,D,,,,,,D,,,,,,2014
L17,A,1,1,19.45,,1.52,,,,786,,,,,,A,3,2,,3,3buds,,,,,,,D,,,,,,2014
L17,A,1,1,19.85,,1.62,,,,787,,,,,,A,2.5,3,,2,2buds,,,,,,,D,,,,,,2014
L17,A,1,1,20.03,,-0.04,,,,788,,,,,,A,3,3,,,5buds,,,,,,,D,,,,,,2014
L17,A,1,1,20.75,,0.32,,,,789,,,,,,A,1,1,,1,1buds,,,,,,,D,,,,,,2014
L17,A,1,1,21,,-0.12,,,,790,,,,,,A,3.5,2.5,,3,3buds,,,,,,,D,,,,,,2014
L17,A,1,1,21.1,,-0.28,,,,791,,,,,,J,1,1,,,,D,,,,,,D,,,,,,2014
L17,A,1,1,21.25,,0.66,,,,792,,,,,,A,1,1,,1,1buds,,,,,,,D,,,,,,2014
L17,A,1,1,22.03,,0.25,,,,793,,,,,,A,2,2,,2,2buds,,,,,,,D,,,,,,2014
L17,A,1,1,22.15,,0.15,,,,794,,,,,,A,1.5,1,,1,1buds,,,,,,,D,,,,,,2014
L17,A,1,1,24.73,,-0.06,,,,795,,,,,,A,1,1,,1,1buds,,,,,,,D,,,,,,2014
L17,A,1,1,24.82,,-0.76,,,,796,,,,,,A,3,3,,4,4buds,,,,,,,D,,,,,,2014
C27,A,1,1,0.68,,0.62,,,,797,,,,,,,,,,,,A,3,3,0,2,,A,4,4,9,9,,2015
C27,A,1,1,1.25,,0.23,,,,798,,,,,,,,,,,,A,1.5,2,1,3,,A,2.5,2,3,3,,2015
C27,A,1,1,3.26,,0.2,,,partially dead,799,,,,,,,,,,,,A,3,4,2,5,,A,4,2.5,7,7,,2015
C27,A,1,1,3.6,,1.02,,,,800,,,,,,,,,,,,A,3,3.5,0,5,,A,3.5,3.5,10,10,,2015
C27,A,1,1,3.77,,0.63,,,,801,,,,,,,,,,,,A,3,2,,4,,D,,,,,,2015
C27,A,1,1,3.77,,0.82,,,,802,,,,,,,,,,,,A,2.5,2,3,3,,A,3,3,7,7,,2015
C27,A,1,1,3.88,,0.61,,,,803,,,,,,,,,,,,A,3,3,2,3,,D,,,,,,2015
C27,A,1,1,3.94,,0.68,,,,804,,,,,,,,,,,,A,2.5,2,1,3,,D,,,,,,2015
C27,A,1,1,4.08,,0.32,,,,805,,,,,,,,,,,,A,1.5,1.5,0,2,,D,,,,,,2015
C27,A,1,1,4.08,,0.39,,,,806,,,,,,,,,,,,A,1.5,1.5,0,4,,D,,,,,,2015
C27,A,1,1,4.1,,0.15,,,small,807,,,,,,,,,,,,A,1,1,0,2,,D,,,,,,2015
C27,A,1,1,5.14,,0.4,,,,808,,,,,,,,,,,,A,1,1.5,0,2,,D,,,,,,2015
C27,A,1,1,5.4,,0.3,,,small,809,,,,,,,,,,,,A,1.5,1.5,1,2,,A,2.5,2,3,3,,2015
C27,A,1,1,6.67,,0,,,,810,,,,,,,,,,,,J,1,1.5,,,,A,2.5,3,8,8,,2015
C27,A,1,1,7.5,,0.18,,,in grass clump,811,,,,,,,,,,,,J,0.5,0.5,,,,A,1,,2,2,,2015
C27,A,1,1,7.58,,0.2,,,,812,,,,,,,,,,,,J,1,2,,,,A,3,1.5,2,2,,2015
C27,A,1,1,8,,0.11,,,very small,813,,,,,,,,,,,,J,0.5,0.5,,,,A,1.5,1.5,2,2,,2015
C27,A,1,1,8.01,,0.34,,,,814,,,,,,,,,,,,A,1.5,2,1,1,,A,3,3.5,6,6,,2015
C27,A,1,1,8.01,,0.49,,,1/4 dead,815,,,,,,,,,,,,A,2.5,4.5,6,6,,A,5,3,7,7,,2015
C27,A,1,1,7.74,,0.88,,,,816,,,,,,,,,,,,A,2,1.5,2,3,,A,3,3.5,5,5,,2015
C27,A,1,1,8.33,,0.07,,,,817,,,,,,,,,,,,A,1.5,1.5,2,3,,A,3,2,4,4,,2015
C27,A,1,1,9.24,,0.08,,,very small,818,,,,,,,,,,,,J,0.5,0.5,,,,A,1,1,1,1,,2015
C27,A,1,1,9.28,,0.86,,,,819,,,,,,,,,,,,A,1.5,1.5,1,1,,A,2.5,2,5,5,,2015
